short_name_ENG_i,short_name_ENG_j,f_ij,n_ij
Indian ink drawing pens; ,Men’s or boys’ shirts (ex,1,1
Indian ink drawing pens; ,"Men’s or boys’ ensembles,",1,1
Indian ink drawing pens; ,Hand-woven tapestries of ,1,1
Indian ink drawing pens; ,Blankets and travelling r,1,1
Indian ink drawing pens; ,Toilet linen and kitchen ,1,1
Indian ink drawing pens; ,Women’s or girls’ overcoa,1,1
Indian ink drawing pens; ,Women’s or girls’ jackets,1,1
Indian ink drawing pens; ,Women’s or girls’ dresses,1,1
Indian ink drawing pens; ,Wooden furniture of a kin,1,1
Indian ink drawing pens; ,Men’s or boys’ other garm,1,1
Indian ink drawing pens; ,"Men’s or boys’ overcoats,",1,1
Indian ink drawing pens; ,Sacks and bags of polymer,1,1
Indian ink drawing pens; ,Flat pallets and pallet c,1,1
Repair and maintenance se,Metal parts (excluding tu,2,1
Repair and maintenance se,Turned metal parts for ta,1,1
Repair and maintenance se,Iron or steel equipment f,1,1
Repair and maintenance se,General electric price ta,2,1
Repair and maintenance se,The order of part operati,1,1
Repair and maintenance se,Machines for treating met,1,1
Repair and maintenance se,Repair and maintenance of,1,1
Repair and maintenance se,Repair and maintenance se,1,1
Repair and maintenance se,"Boards, panels, consoles,",1,1
Repair and maintenance se,Numerical control panels ,1,1
Repair and maintenance se,Drinking water,1,1
Repair and maintenance se,Heat water or steam heat ,1,2
Repair and maintenance se,Sub-contracted operations,1,1
Repair and maintenance se,Non-drinking water,1,1
Repair and maintenance se,Distribution services of ,1,1
Repair and maintenance se,Heat treatment of metals ,1,1
Repair and maintenance se,Metallic coating by immer,1,1
Repair and maintenance se,Wet painting and varnishi,1,1
Repair and maintenance se,Parts of locomotives or r,1,1
Repair and maintenance se,"Iron or steel reservoirs,",1,1
Repair and maintenance se,Parts of electrical signa,1,1
Repair and maintenance se,Railway or tramway track ,1,1
Repair and maintenance se,Installation of electric ,3,1
Repair and maintenance se,Plugs and sockets for coa,1,1
Repair and maintenance se,Design and assembly of in,1,1
Repair and maintenance se,Test benches,1,1
Repair and maintenance se,Bumpers and parts thereof,1,1
Repair and maintenance se,Plastic coating of metals,2,1
Repair and maintenance se,Premixtures for farm anim,3,1
Repair and maintenance se,Hard rubber or plastic co,2,1
Repair and maintenance se,Parts of machinery of HS ,1,1
Repair and maintenance se,Ready-mixed concrete,2,1
Repair and maintenance se,Inductors for discharge l,1,1
Repair and maintenance se,Wrought steel shaped free,1,1
Repair and maintenance se,"Trunking, ducting and cab",1,1
Repair and maintenance se,Parts and accessories for,1,1
Repair and maintenance se,Parts and accessories of ,1,2
Repair and maintenance se,Base metal hinges,1,1
Repair and maintenance se,Electronic gas or smoke a,1,1
Repair and maintenance se,"Electricity, combined and",3,1
Repair and maintenance se,Parts for machines for as,1,1
Repair and maintenance se,Measuring transformers ha,1,1
Repair and maintenance se,Pulley tackle and hoists ,1,1
Repair and maintenance se,Installation of other spe,1,1
Repair and maintenance se,Installation of engines a,1,1
Repair and maintenance se,"Prefabricated buildings, ",3,1
Repair and maintenance se,Plastic parts for machine,1,1
Repair and maintenance se,Rubber compounded with ca,1,1
Repair and maintenance se,Articles of cellular rubb,1,1
Repair and maintenance se,Rock drilling or earth bo,1,1
Repair and maintenance se,Scarifiers and cultivator,3,1
Repair and maintenance se,Other non-metal secondary,1,1
Repair and maintenance se,"Iron or steel doors, thre",1,1
Repair and maintenance se,"Parts of agricultural, ho",1,1
Repair and maintenance se,Fuses for a voltage > 1 k,1,1
Repair and maintenance se,Tapping tools for working,1,1
Repair and maintenance se,"Chassis for trailers, sem",1,1
Repair and maintenance se,Parts of poultry-keeping ,3,1
Repair and maintenance se,Agricultural... forestry ,1,1
Repair and maintenance se,Bookbinding and finishing,1,1
Repair and maintenance se,Other graphic services,1,1
Repair and maintenance se,Moulding boxes for metal ,1,2
Repair and maintenance se,Sacks and bags of polymer,1,1
Repair and maintenance se,Iron or steel towers and ,1,1
Repair and maintenance se,Treatment and distributio,1,1
Repair and maintenance se,Repair services of tarpau,1,1
Repair and maintenance se,"Plastic carboys, bottles,",1,1
Repair and maintenance se,Gear boxes for stationary,1,1
Repair and maintenance se,"Plastic baths, shower-bat",1,1
Repair and maintenance se,"Bran, sharps and other re",1,1
Repair and maintenance se,"Cartons, boxes and cases,",1,1
Repair and maintenance se,Builder’s fittings and mo,2,1
Repair and maintenance se,Screws and bolts for fixi,1,1
Repair and maintenance se,Drop forged (and precisio,1,1
Repair and maintenance se,Boilers for central heati,1,1
Repair and maintenance se,Steam and hot water suppl,4,1
Repair and maintenance se,Parts for air conditionin,1,1
Repair and maintenance se,Machinery and apparatus f,1,1
Repair and maintenance se,Tableware and kitchenware,1,1
Repair and maintenance se,Horizontal machining cent,1,1
Repair and maintenance se,"Tanks, casks, drums, cans",1,1
Repair and maintenance se,Universal AC/DC motors of,1,1
Repair and maintenance se,"Spools, cops, bobbins and",4,1
Repair and maintenance se,Parts suitable for use so,1,1
Repair and maintenance se,"Plastic boxes, cases, cra",1,1
Repair and maintenance se,Secondary raw material of,1,1
Repair and maintenance se,Gas supply or production ,1,1
Repair and maintenance se,Pressure-reducing valves ,1,1
Repair and maintenance se,Metal furniture (excludin,1,1
Repair and maintenance se,"Flanges, of steel (exclud",1,1
Repair and maintenance se,Flat pallets and pallet c,1,1
Repair and maintenance se,Steel castings for land v,2,1
Repair and maintenance se,Distributors for mineral ,1,1
Repair and maintenance se,Electric soldering irons ,1,2
Repair and maintenance se,Safety seat belts,2,1
Repair and maintenance se,"Men’s or boys’ ensembles,",1,1
Repair and maintenance se,Parts of machinery and ap,2,1
Repair and maintenance se,Forestry machinery,3,1
Repair and maintenance se,"Plastic doors, windows an",1,1
Repair and maintenance se,Other wooden furniture (e,1,1
Repair and maintenance se,Overhead travelling crane,2,1
Repair and maintenance se,Parts of fluid power equi,1,1
Repair and maintenance se,Numerically controlled be,1,1
Repair and maintenance se,Parts of bearing housings,1,1
Repair and maintenance se,Machinery for cleaning or,6,1
Repair and maintenance se,Artificial guts (sausage ,1,1
Repair and maintenance se,Installation services of ,1,1
Repair and maintenance se,Men’s or boys’ trousers a,1,1
Repair and maintenance se,Bodies for motor cars and,1,1
Repair and maintenance se,Sheet metal forming of st,1,1
Repair and maintenance se,Parts of dish-washing mac,2,1
Repair and maintenance se,Agricultural or horticult,1,1
Repair and maintenance se,"Submersible motor, single",1,1
Repair and maintenance se,Parts of pumps for liquid,1,2
Repair and maintenance se,Kitchen furniture,1,1
Repair and maintenance se,"Plastic reservoirs, tanks",1,1
Repair and maintenance se,Wooden furniture of a kin,1,1
Repair and maintenance se,Parts for furnace burners,1,1
Repair and maintenance se,Rubber tubing not reinfor,1,1
Repair and maintenance se,Plastic is connected to t,1,1
Repair and maintenance se,Iron or steel spring wash,1,1
Repair and maintenance se,Containers specially desi,1,1
Repair and maintenance se,Handkerchiefs,4,1
Repair and maintenance se,Combine harvester-threshe,1,1
Repair and maintenance se,Machine-tools for working,1,1
Repair and maintenance se,Furnace burners for liqui,4,1
Repair and maintenance se,Temperature regulators (e,1,1
Repair and maintenance se,Bearing housings incorpor,1,1
Repair and maintenance se,"Windows, french windows a",1,2
Repair and maintenance se,Cylinders for calendering,2,1
Repair and maintenance se,Cooling towers and simila,1,1
Repair and maintenance se,Pneumatic elevators and c,1,2
Repair and maintenance se,"Teleferics, chair-lifts, ",1,1
Repair and maintenance se,Pig fat free of lean meat,2,1
Repair and maintenance se,Women’s or girls’ trouser,1,1
Repair and maintenance se,Printing onto textiles,1,1
Repair and maintenance se,Telescopic and whip-type ,1,1
Repair and maintenance se,Fuses for a voltage ≤ 1 k,1,1
Repair and maintenance se,Parts of machines and app,1,1
Repair and maintenance se,Building blocks and brick,1,1
Repair and maintenance se,Dismantling services of u,1,2
Repair and maintenance se,Installation of agricultu,1,2
Repair and maintenance se,Plastic fittings for furn,1,1
Repair and maintenance se,Armoured or reinforced sa,1,1
Repair and maintenance se,Heat exchange units,2,1
Repair and maintenance se,Window or wall air condit,1,1
Repair and maintenance se,Fans of a kind used solel,2,1
Repair and maintenance se,Milking machines,1,2
Repair and maintenance se,"Hydraulic systems, with c",1,1
Repair and maintenance se,Metal furniture for offic,1,1
Repair and maintenance se,Assembly services of part,2,1
Repair and maintenance se,Iron or steel bridges and,1,1
Repair and maintenance se,Sailboats (except inflata,3,2
Repair and maintenance se,Bakery machinery (excl. o,1,1
Repair and maintenance se,Parts for milking machine,1,1
Repair and maintenance se,Parts of vapour generatin,2,1
Repair and maintenance se,Numerically controlled pu,1,1
Repair and maintenance se,Parts of electrical ignit,1,1
Repair and maintenance se,Men’s or boys’ underpants,3,1
Repair and maintenance se,Women’s or girls’ dresses,1,1
Repair and maintenance se,Women’s or girls’ blouses,1,1
Repair and maintenance se,Wooden frames for paintin,1,1
Repair and maintenance se,Men’s or boys’ other garm,1,1
Repair and maintenance se,"Men’s or boys’ raincoats,",1,1
Repair and maintenance se,Monofilament with any cro,1,1
Repair and maintenance se,"Sacks and bags, of cotton",1,1
Repair and maintenance se,Blankets and travelling r,3,1
Repair and maintenance se,"Trunks, suitcases, vanity",1,1
Repair and maintenance se,"Boards, cabinets and simi",1,1
Repair and maintenance se,Computers and peripheral ,1,1
Repair and maintenance se,Oil or petrol-filters for,2,1
Repair and maintenance se,"Reconditioning, assembly,",1,1
Repair and maintenance se,Hand-held blow pipes for ,2,1
Repair and maintenance se,Parts of printing and boo,1,1
Repair and maintenance se,Felt hats and other felt ,2,1
Repair and maintenance se,Automatic goods-vending m,1,1
Repair and maintenance se,Machinery for making pulp,1,1
Repair and maintenance se,Parts of machinery for ma,1,1
Repair and maintenance se,Parts for household or la,2,1
Repair and maintenance se,Indicator panels incorpor,2,1
Repair and maintenance se,"Syringes, with or without",1,1
Repair and maintenance se,Iron or steel gas domesti,1,1
Repair and maintenance se,Rotary displacement compr,1,1
Repair and maintenance se,Fresh or chilled carcases,1,1
Repair and maintenance se,Installation of industria,1,1
Repair and maintenance se,"Tubes and pipes, of circu",1,1
Repair and maintenance se,Edible offal of bovine an,1,1
Repair and maintenance se,"Groats and meal of oats, ",1,1
Repair and maintenance se,White wine with a protect,1,1
Repair and maintenance se,Hand saws (excluding hand,2,1
Repair and maintenance se,Plastic sacks and bags (i,1,1
Repair and maintenance se,Motor boats and motor yac,1,2
Repair and maintenance se,Self-propelled coal or ro,1,1
Repair and maintenance se,"Hard cole (anthracite), h",1,1
Repair and maintenance se,"Men’s or boys’ jerseys, p",1,1
Repair and maintenance se,Injection-moulding machin,1,1
Repair and maintenance se,"Shawls, scarves, mufflers",1,1
Repair and maintenance se,"Men's or boys' shirts, kn",1,1
Repair and maintenance se,Fire-fighting vehicles,1,1
Repair and maintenance se,Men’s or boys’ jackets an,1,1
Repair and maintenance se,Milk and cream of a fat c,1,1
Repair and maintenance se,Women’s or girls’ jackets,1,1
Repair and maintenance se,Parts of seats,1,1
Repair and maintenance se,Woman’s or girls’ raincoa,1,1
Repair and maintenance se,Brooms and brushes of twi,1,1
Repair and maintenance se,"Leather sports gloves, mi",1,2
Repair and maintenance se,Artificial joints,1,1
Repair and maintenance se,"Men’s or boys’ overcoats,",1,1
Repair and maintenance se,Base metal clasps and fra,1,1
Repair and maintenance se,Parts of boilers for cent,1,1
Repair and maintenance se,Auxiliary plant for use w,1,1
Repair and maintenance se,Balances of a sensitivity,1,1
Repair and maintenance se,"Table, kitchen or househo",1,1
Repair and maintenance se,Electrically operated lif,1,1
Repair and maintenance se,"Balls, needles and roller",1,1
Repair and maintenance se,Other weighing machinery,1,1
Repair and maintenance se,Electro-cardiographs,1,1
Watertube boilers (exclud,Repair and maintenance of,1,1
Watertube boilers (exclud,Iron or steel equipment f,5,1
Watertube boilers (exclud,Sub-contracted operations,1,1
Watertube boilers (exclud,"Iron or steel reservoirs,",3,1
Watertube boilers (exclud,Metal parts (excluding tu,2,1
Watertube boilers (exclud,Installation services of ,1,1
Distribution services of ,General electric price ta,112,1
Distribution services of ,Household gas tariff (to ,141,2
Distribution services of ,Repair and maintenance of,1,1
Distribution services of ,Distribution services of ,14,8
Distribution services of ,Heat water or steam heat ,48,7
Distribution services of ,Repair and maintenance se,1,1
Distribution services of ,Iron or steel equipment f,8,1
Distribution services of ,"Electricity, combined and",44,2
Distribution services of ,Drinking water,38,3
Distribution services of ,Non-drinking water,32,4
Distribution services of ,Metal parts (excluding tu,9,1
Distribution services of ,Wet painting and varnishi,7,1
Distribution services of ,Installation of electric ,7,1
Distribution services of ,Liquid air; compressed ai,23,4
Distribution services of ,Sub-contracted operations,1,1
Distribution services of ,Saturated acyclic hydroca,18,1
Distribution services of ,Acrylic acid and its salt,14,1
Distribution services of ,Cyclohexane,14,1
Distribution services of ,Acyclic ethers and their ,14,1
Distribution services of ,Chemical industry petrol,14,1
Distribution services of ,Petroleum coke; petroleum,14,1
Distribution services of ,Chlorine,16,1
Distribution services of ,Design and assembly of in,2,1
Distribution services of ,Other graphic services,2,1
Distribution services of ,Installation of engines a,11,1
Distribution services of ,Iron or steel towers and ,3,1
Distribution services of ,Installation of other spe,4,1
Distribution services of ,Installation services of ,2,1
Distribution services of ,Hard rubber or plastic co,8,1
Distribution services of ,Steam and hot water suppl,14,4
Distribution services of ,Repair services of tarpau,11,1
Distribution services of ,Treatment and distributio,7,6
Distribution services of ,Computers and peripheral ,1,1
Distribution services of ,Installation of industria,1,1
Distribution services of ,Screws and bolts for fixi,1,1
Distribution services of ,"Polyvinyl chloride, not m",2,1
Distribution services of ,Argon,6,1
Distribution services of ,Hydrogen chloride (hydroc,2,1
Distribution services of ,Medicaments of alkaloids ,5,2
Distribution services of ,Sorted non-metal material,2,1
Distribution services of ,Methylamine; di- or trime,2,1
Distribution services of ,"Diazo-, azo- or azoxy-com",4,1
Distribution services of ,"Tetrahydrofuran, 2-Furald",4,1
Distribution services of ,Trade services of water t,1,1
Distribution services of ,Phenolphthalein; 1-Hydrox,3,2
Distribution services of ,Urea containing > 45 % by,3,1
Distribution services of ,Mixtures of ammonium nitr,3,1
Distribution services of ,Medicaments containing in,3,1
Distribution services of ,Monoethanolamine and its ,3,1
Distribution services of ,"Sulphides of calcium, of ",1,1
Distribution services of ,"Amino resins, in primary ",2,1
Distribution services of ,Dietary supplements (prod,2,1
Distribution services of ,"Polyacetals, in primary f",2,1
Distribution services of ,"Lysine and its esters, an",2,1
Distribution services of ,Glycosides and vegetable ,2,2
Distribution services of ,Medicaments containing pe,2,1
Distribution services of ,Methanol (methyl alcohol),2,1
Distribution services of ,Chloromethane (methyl chl,2,1
Distribution services of ,White wine with a protect,1,1
Distribution services of ,Ethyl acetate,2,1
Distribution services of ,Hypochlorites; commercial,2,1
Distribution services of ,Sodium hydroxide (caustic,2,1
Distribution services of ,Acetone,2,1
Distribution services of ,Nitric acid; sulphonitric,2,1
Distribution services of ,Cake and pastry products;,1,1
Distribution services of ,Thiocarbamates and dithio,1,1
Distribution services of ,"Beauty, make-up and skin ",1,1
Parts of locomotives or r,Turned metal parts for ta,134,4
Parts of locomotives or r,Metal parts (excluding tu,114,1
Parts of locomotives or r,Repair and maintenance of,1,1
Parts of locomotives or r,Bumpers and parts thereof,56,4
Parts of locomotives or r,The order of part operati,51,1
Parts of locomotives or r,Iron or steel equipment f,47,2
Parts of locomotives or r,Repair and maintenance se,1,1
Parts of locomotives or r,"Boards, panels, consoles,",32,2
Parts of locomotives or r,Railway or tramway track ,32,3
Parts of locomotives or r,Articles of cellular rubb,32,1
Parts of locomotives or r,Parts of electrical signa,30,2
Parts of locomotives or r,Sub-contracted operations,1,1
Parts of locomotives or r,Steam and hot water suppl,17,1
Parts of locomotives or r,Parts of fluid power equi,16,1
Parts of locomotives or r,Parts of machinery of HS ,15,1
Parts of locomotives or r,Numerical control panels ,15,2
Parts of locomotives or r,Test benches,14,1
Parts of locomotives or r,Rectifiers (excluding of ,13,1
Parts of locomotives or r,Parts and accessories for,3,1
Parts of locomotives or r,Parts for boring or sinki,11,1
Parts of locomotives or r,Pulley tackle and hoists ,11,1
Parts of locomotives or r,Drop forged (and precisio,10,1
Parts of locomotives or r,Ferrite cores of transfor,10,1
Parts of locomotives or r,Jigs and fixtures for spe,10,1
Parts of locomotives or r,Steel castings for land v,9,1
Parts of locomotives or r,Parts and accessories of ,3,1
Parts of locomotives or r,Gymnasium or athletics ar,9,1
Parts of locomotives or r,Electrical apparatus for ,1,1
Parts of locomotives or r,Parts for air conditionin,7,1
Parts of locomotives or r,Machines with translation,7,1
Parts of locomotives or r,Searchlights and spotligh,6,1
Parts of locomotives or r,Sorted metal materials re,6,1
Parts of locomotives or r,Safety seat belts,6,1
Parts of locomotives or r,Cooling towers and simila,5,1
Parts of locomotives or r,Temperature regulators (e,4,1
Parts of locomotives or r,Inductors for discharge l,4,1
Parts of locomotives or r,Base stations,3,1
Parts of locomotives or r,Electronic thermostats,3,1
Parts of locomotives or r,Multichip integrated circ,2,1
Parts of locomotives or r,Parts for machinery for t,2,1
Parts of locomotives or r,Parts for electric filame,2,1
Parts of locomotives or r,"Prefabricated buildings, ",2,1
Parts of locomotives or r,Pumps fitted or designed ,1,1
Parts of locomotives or r,Cylinders for calendering,1,1
Parts of locomotives or r,Instruments for measuring,1,1
Parts of locomotives or r,Iron or steel gas domesti,1,1
Frozen whole salt water f,Non-drinking water,3,1
"Leather sports gloves, mi",Bumpers and parts thereof,20,1
"Leather sports gloves, mi",Hard rubber or plastic co,15,5
"Leather sports gloves, mi",Plastic parts for machine,14,1
"Leather sports gloves, mi",Articles of cellular rubb,12,1
"Leather sports gloves, mi",Iron or steel equipment f,11,1
"Leather sports gloves, mi",Tableware and kitchenware,11,1
"Leather sports gloves, mi",Flat pallets and pallet c,10,2
"Leather sports gloves, mi","Cartons, boxes and cases,",10,1
"Leather sports gloves, mi",Sub-contracted operations,1,1
"Leather sports gloves, mi","Plates, sheet, film, foil",8,2
"Leather sports gloves, mi",Repair and maintenance of,1,1
"Leather sports gloves, mi","Wood, sawn or chipped len",7,1
"Leather sports gloves, mi",Wooden furniture of a kin,6,1
"Leather sports gloves, mi",Sacks and bags of polymer,6,1
"Leather sports gloves, mi","Non-cellular plates, shee",6,1
"Leather sports gloves, mi","Wood in chips, particles,",5,1
"Leather sports gloves, mi",Builder’s fittings and mo,4,3
"Leather sports gloves, mi","Men’s or boys’ raincoats,",4,2
"Leather sports gloves, mi",Games and toys n.e.c.,4,1
"Leather sports gloves, mi",Wooden frames for paintin,4,2
"Leather sports gloves, mi",Repair and maintenance se,1,2
"Leather sports gloves, mi",Repair services of tarpau,4,3
"Leather sports gloves, mi",Brooms and brushes of twi,3,1
"Leather sports gloves, mi","Tubes and pipes, of circu",1,1
"Leather sports gloves, mi","Tanks, casks, drums, cans",3,1
"Leather sports gloves, mi",Plastic fittings for furn,3,1
"Leather sports gloves, mi",Seats convertible into be,3,1
"Leather sports gloves, mi",Kitchen furniture,3,1
"Leather sports gloves, mi",Mechano-therapy appliance,3,1
"Leather sports gloves, mi","T-shirts, singlets and ve",3,1
"Leather sports gloves, mi",Men’s or boys’ jackets an,2,2
"Leather sports gloves, mi",Printing onto textiles,3,1
"Leather sports gloves, mi","Printed books, brochures,",3,1
"Leather sports gloves, mi",Table linen of knitted or,3,1
"Leather sports gloves, mi",Women’s or girls’ trouser,2,1
"Leather sports gloves, mi",Men’s or boys’ trousers a,2,1
"Leather sports gloves, mi",Woven carpets and other w,2,1
"Leather sports gloves, mi",Other men’s or boys’ appa,2,2
"Leather sports gloves, mi",Women’s or girls’ blouses,1,1
"Leather sports gloves, mi",Parts of machinery of HS ,1,1
"Leather sports gloves, mi",Parts of machinery and ap,2,1
"Leather sports gloves, mi","Trunks, suitcases, vanity",2,3
"Leather sports gloves, mi",Parts for boring or sinki,2,1
"Leather sports gloves, mi",Articles of leather or co,2,1
"Leather sports gloves, mi",Machines for treating met,2,1
"Leather sports gloves, mi",Felt hats and other felt ,2,1
"Leather sports gloves, mi","Men’s or boys’ jerseys, p",2,1
"Leather sports gloves, mi",Women’s or girls’ overcoa,2,1
"Leather sports gloves, mi",Metal furniture (excludin,2,2
"Leather sports gloves, mi",Gymnasium or athletics ar,2,4
"Leather sports gloves, mi",Parts of seats,2,1
"Leather sports gloves, mi",Sailboats (except inflata,2,1
"Leather sports gloves, mi",Woman’s or girls’ raincoa,2,2
"Leather sports gloves, mi","Watch straps, bands, brac",1,1
"Leather sports gloves, mi","Gloves, mittens and mitts",1,2
"Leather sports gloves, mi",Babies’ garments and clot,1,1
"Leather sports gloves, mi","Track-suits, of knitted o",1,1
"Leather sports gloves, mi","Shawls, scarves, mufflers",1,1
"Leather sports gloves, mi",Men’s or boys’ shirts (ex,1,1
"Leather sports gloves, mi",Safety seat belts,1,1
"Leather sports gloves, mi","Men’s or boys’ ensembles,",1,1
"Leather sports gloves, mi",Hand-woven tapestries of ,1,1
"Leather sports gloves, mi",Blankets and travelling r,1,1
"Leather sports gloves, mi",Toilet linen and kitchen ,1,1
"Leather sports gloves, mi",Made-up fishing nets from,1,1
"Leather sports gloves, mi","Sacks and bags, of cotton",1,1
"Leather sports gloves, mi","Tarpaulins, awnings and s",1,1
"Leather sports gloves, mi",Women’s or girls’ jackets,1,1
"Leather sports gloves, mi",Women’s or girls’ dresses,1,1
"Leather sports gloves, mi",Men’s or boys’ other garm,1,1
"Leather sports gloves, mi",Artificial joints,1,1
"Leather sports gloves, mi","Men’s or boys’ overcoats,",1,1
"Leather sports gloves, mi","Files, rasps and similar ",1,1
"Leather sports gloves, mi","Plastic baths, shower-bat",1,1
"Leather sports gloves, mi","Prefabricated buildings, ",1,1
"Leather sports gloves, mi",Parts for vacuum cleaners,1,1
Manganese dioxide cells a,Hermetically sealed nicke,2,1
"Derrick erection, repair ",Sub-contracted operations,1,1
"Flat-rolled products, of ",Bumpers and parts thereof,6,1
"Flat-rolled products, of ",Iron or steel equipment f,6,1
"Flat-rolled products, of ",Parts of bearing housings,3,1
"Flat-rolled products, of ",Railway or tramway track ,2,1
"Flat-rolled products, of ",Parts of machinery of HS ,1,1
"Flat-rolled products, of ",Parts of machinery and ap,2,1
"Flat-rolled products, of ",Sub-contracted operations,1,1
"Flat-rolled products, of ",Tapping tools for working,2,1
"Flat-rolled products, of ",Parts for boring or sinki,1,1
"Flat-rolled products, of ","Tanks, casks, drums, cans",1,1
"Flat-rolled products, of ","Plastic boxes, cases, cra",1,1
"Flat-rolled products, of ",Flat-rolled products of i,1,1
"Flat-rolled products, of ","Tubes and pipes, of circu",1,1
"Flat-rolled products, of ",Flat pallets and pallet c,1,1
"Flat-rolled products, of ",Bearing housings incorpor,1,1
"Flat-rolled products, of ",Gear boxes for stationary,1,1
"Flat-rolled products, of ",Parts of pumps for liquid,1,1
"Flat-rolled products, of ",Parts and accessories for,1,1
"Flat-rolled products, of ",Parts and accessories of ,1,1
Gimped yarn and gimped st,"Twine, cordage, rope or c",1,1
Tapping tools for working,Metal parts (excluding tu,99,2
Tapping tools for working,Turned metal parts for ta,86,4
Tapping tools for working,Wet painting and varnishi,46,1
Tapping tools for working,The order of part operati,40,6
Tapping tools for working,Iron or steel equipment f,34,3
Tapping tools for working,Hard rubber or plastic co,32,2
Tapping tools for working,Moulding boxes for metal ,32,4
Tapping tools for working,Repair and maintenance se,1,1
Tapping tools for working,Bumpers and parts thereof,29,5
Tapping tools for working,Repair and maintenance of,1,1
Tapping tools for working,"Cartons, boxes and cases,",27,1
Tapping tools for working,Plastic parts for machine,24,2
Tapping tools for working,Machines for treating met,24,1
Tapping tools for working,Rock drilling or earth bo,24,6
Tapping tools for working,Sub-contracted operations,1,1
Tapping tools for working,Railway or tramway track ,20,5
Tapping tools for working,Articles of cellular rubb,13,1
Tapping tools for working,"Boards, panels, consoles,",13,1
Tapping tools for working,"Folding cartons, boxes an",12,1
Tapping tools for working,Parts of bearing housings,11,2
Tapping tools for working,"Other plates..., of polym",10,1
Tapping tools for working,"Plastic boxes, cases, cra",10,4
Tapping tools for working,Test benches,10,2
Tapping tools for working,Parts of machinery of HS ,1,1
Tapping tools for working,Self-adhesive printed lab,9,1
Tapping tools for working,Sorted metal materials re,9,1
Tapping tools for working,Plugs and sockets for coa,9,2
Tapping tools for working,Parts and accessories for,3,1
Tapping tools for working,Iron or steel hot-worked ,8,1
Tapping tools for working,Iron or steel spring wash,8,1
Tapping tools for working,"Files, rasps and similar ",8,2
Tapping tools for working,Base metal hinges,7,2
Tapping tools for working,Parts and accessories of ,1,1
Tapping tools for working,Electrical apparatus for ,7,1
Tapping tools for working,Parts of electrical signa,7,1
Tapping tools for working,Light metal castings for ,6,2
Tapping tools for working,Rubber compounded with ca,6,1
Tapping tools for working,Screws and bolts for fixi,6,2
Tapping tools for working,Cold-rolled narrow strip ,6,1
Tapping tools for working,Parts suitable for use so,6,1
Tapping tools for working,Numerically controlled be,6,1
Tapping tools for working,Parts for machines for as,6,2
Tapping tools for working,Flat pallets and pallet c,5,1
Tapping tools for working,Fire extinguishers,5,1
Tapping tools for working,Parts for vacuum cleaners,5,1
Tapping tools for working,Gear boxes for stationary,5,1
Tapping tools for working,Hot-rolled flat products ,4,1
Tapping tools for working,Copper and copper alloy b,4,1
Tapping tools for working,Parts for boring or sinki,4,1
Tapping tools for working,Ferrite cores of transfor,4,1
Tapping tools for working,Telescopic and whip-type ,4,1
Tapping tools for working,Numerical control panels ,4,3
Tapping tools for working,Searchlights and spotligh,4,2
Tapping tools for working,"Appliance cords, extensio",4,2
Tapping tools for working,Inductors for discharge l,4,2
Tapping tools for working,Toughened (tempered) safe,3,1
Tapping tools for working,Apparatus based on the us,3,1
Tapping tools for working,"Washers, rivets, cotters,",3,3
Tapping tools for working,Installation services of ,1,1
Tapping tools for working,Precious or semi-precious,3,1
Tapping tools for working,Hand saws (excluding hand,3,2
Tapping tools for working,Parts of machinery and ap,1,1
Tapping tools for working,"Trunking, ducting and cab",3,1
Tapping tools for working,Fixed electrical resistor,3,1
Tapping tools for working,Rectifiers (excluding of ,3,1
Tapping tools for working,"Arbors, collets and sleev",3,1
Tapping tools for working,Other electric conductors,3,2
Tapping tools for working,"Paint brushes, distemperi",2,1
Tapping tools for working,Tungsten halogen filament,2,1
Tapping tools for working,Flashlights (including  p,2,1
Tapping tools for working,Electric motors of an out,2,1
Tapping tools for working,"Teleferics, chair-lifts, ",2,1
Tapping tools for working,Cylinders for calendering,2,1
Tapping tools for working,Parts of air and vacuum p,2,1
Tapping tools for working,Bearing housings incorpor,2,1
Tapping tools for working,Sheet metal forming of st,2,1
Tapping tools for working,"Slag wool, rock wool and ",2,1
Tapping tools for working,"Tubes and pipes, of circu",2,1
Tapping tools for working,"Aluminium bars, rods and ",2,1
Tapping tools for working,Builder’s fittings and mo,2,1
Tapping tools for working,Endless bands for machine,2,2
Tapping tools for working,"Tanks, casks, drums, cans",1,1
Tapping tools for working,Secondary raw material of,1,1
Tapping tools for working,Parts of electrical ignit,1,1
Tapping tools for working,Metal furniture for offic,1,1
Tapping tools for working,Instruments for measuring,1,1
Tapping tools for working,Pigments and preparations,1,1
Tapping tools for working,"Non-cellular plates, shee",1,1
Tapping tools for working,Copper and copper alloy p,1,1
Tapping tools for working,Flat-rolled products of i,1,1
Tapping tools for working,"Clad, cold-rolled narrow ",1,1
Tapping tools for working,"Tinplate, other tinned sh",1,1
Tapping tools for working,Rotary piston vacuum pump,1,1
Tapping tools for working,"Hydraulic systems, with c",1,1
Tapping tools for working,Cranks and crankshafts,1,1
Tapping tools for working,Parts of pumps for liquid,1,1
Tapping tools for working,Fuses for a voltage > 1 k,1,1
Tapping tools for working,Electronic thermostats,1,1
Tools for working in the ,Repair and maintenance of,1,1
Dibutyl and dioctyl ortho,Heat water or steam heat ,21,1
